Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,Value
2012,A,0,_X,A,N,SH_DYN_IMRT,06,,Y0,,PER_1000_LIVE_BIRTHS,18.7
2013,A,0,_X,A,N,SH_DYN_IMRT,06,,Y0,,PER_1000_LIVE_BIRTHS,18.5
2014,A,0,_X,A,N,SH_DYN_IMRT,06,,Y0,,PER_1000_LIVE_BIRTHS,17.9
2015,A,0,_X,A,N,SH_DYN_IMRT,06,,Y0,,PER_1000_LIVE_BIRTHS,17.6
2016,A,0,_X,A,N,SH_DYN_IMRT,06,,Y0,,PER_1000_LIVE_BIRTHS,17.3
2017,A,0,_X,A,N,SH_DYN_IMRT,06,,Y0,,PER_1000_LIVE_BIRTHS,17.0
2018,A,0,_X,A,N,SH_DYN_IMRT,06,,Y0,,PER_1000_LIVE_BIRTHS,16.9
2019,A,0,_X,A,N,SH_DYN_IMRT,06,,Y0,,PER_1000_LIVE_BIRTHS,16.6
2010,A,0,_X,A,N,SH_DYN_IMRT,08,,Y0,,PER_1000_LIVE_BIRTHS,19.0
2011,A,0,_X,A,N,SH_DYN_IMRT,08,,Y0,,PER_1000_LIVE_BIRTHS,18.6
2012,A,0,_X,A,N,SH_DYN_IMRT,08,,Y0,,PER_1000_LIVE_BIRTHS,18.9
2013,A,0,_X,A,N,SH_DYN_IMRT,08,,Y0,,PER_1000_LIVE_BIRTHS,18.9
2014,A,0,_X,A,N,SH_DYN_IMRT,08,,Y0,,PER_1000_LIVE_BIRTHS,18.2
2015,A,0,_X,A,N,SH_DYN_IMRT,08,,Y0,,PER_1000_LIVE_BIRTHS,18.6
2016,A,0,_X,A,N,SH_DYN_IMRT,08,,Y0,,PER_1000_LIVE_BIRTHS,18.2
2017,A,0,_X,A,N,SH_DYN_IMRT,08,,Y0,,PER_1000_LIVE_BIRTHS,18.0
2018,A,0,_X,A,N,SH_DYN_IMRT,08,,Y0,,PER_1000_LIVE_BIRTHS,17.9
2019,A,0,_X,A,N,SH_DYN_IMRT,08,,Y0,,PER_1000_LIVE_BIRTHS,17.6
2010,A,0,_X,A,N,SH_DYN_IMRT,10,,Y0,,PER_1000_LIVE_BIRTHS,31.6
2011,A,0,_X,A,N,SH_DYN_IMRT,10,,Y0,,PER_1000_LIVE_BIRTHS,29.8
2012,A,0,_X,A,N,SH_DYN_IMRT,10,,Y0,,PER_1000_LIVE_BIRTHS,30.3
2013,A,0,_X,A,N,SH_DYN_IMRT,10,,Y0,,PER_1000_LIVE_BIRTHS,30.2
2014,A,0,_X,A,N,SH_DYN_IMRT,10,,Y0,,PER_1000_LIVE_BIRTHS,29.2
2015,A,0,_X,A,N,SH_DYN_IMRT,10,,Y0,,PER_1000_LIVE_BIRTHS,28.8
2016,A,0,_X,A,N,SH_DYN_IMRT,10,,Y0,,PER_1000_LIVE_BIRTHS,28.2
2017,A,0,_X,A,N,SH_DYN_IMRT,10,,Y0,,PER_1000_LIVE_BIRTHS,27.8
2018,A,0,_X,A,N,SH_DYN_IMRT,10,,Y0,,PER_1000_LIVE_BIRTHS,27.7
2019,A,0,_X,A,N,SH_DYN_IMRT,10,,Y0,,PER_1000_LIVE_BIRTHS,27.2
2010,A,0,_X,A,N,SH_DYN_IMRT,15,,Y0,,PER_1000_LIVE_BIRTHS,26.5
2011,A,0,_X,A,N,SH_DYN_IMRT,15,,Y0,,PER_1000_LIVE_BIRTHS,26.1
2012,A,0,_X,A,N,SH_DYN_IMRT,15,,Y0,,PER_1000_LIVE_BIRTHS,29.6
2013,A,0,_X,A,N,SH_DYN_IMRT,15,,Y0,,PER_1000_LIVE_BIRTHS,29.4
2014,A,0,_X,A,N,SH_DYN_IMRT,15,,Y0,,PER_1000_LIVE_BIRTHS,28.3
2015,A,0,_X,A,N,SH_DYN_IMRT,15,,Y0,,PER_1000_LIVE_BIRTHS,26.9
2016,A,0,_X,A,N,SH_DYN_IMRT,15,,Y0,,PER_1000_LIVE_BIRTHS,26.4
2017,A,0,_X,A,N,SH_DYN_IMRT,15,,Y0,,PER_1000_LIVE_BIRTHS,26.1
2018,A,0,_X,A,N,SH_DYN_IMRT,15,,Y0,,PER_1000_LIVE_BIRTHS,25.9
2019,A,0,_X,A,N,SH_DYN_IMRT,15,,Y0,,PER_1000_LIVE_BIRTHS,25.5
2010,A,0,_X,A,N,SH_DYN_IMRT,19,,Y0,,PER_1000_LIVE_BIRTHS,14.0
2011,A,0,_X,A,N,SH_DYN_IMRT,19,,Y0,,PER_1000_LIVE_BIRTHS,13.7
2012,A,0,_X,A,N,SH_DYN_IMRT,19,,Y0,,PER_1000_LIVE_BIRTHS,15.3
2013,A,0,_X,A,N,SH_DYN_IMRT,19,,Y0,,PER_1000_LIVE_BIRTHS,15.3
2014,A,0,_X,A,N,SH_DYN_IMRT,19,,Y0,,PER_1000_LIVE_BIRTHS,15.0
2015,A,0,_X,A,N,SH_DYN_IMRT,19,,Y0,,PER_1000_LIVE_BIRTHS,14.7
2016,A,0,_X,A,N,SH_DYN_IMRT,19,,Y0,,PER_1000_LIVE_BIRTHS,14.5
2017,A,0,_X,A,N,SH_DYN_IMRT,19,,Y0,,PER_1000_LIVE_BIRTHS,14.2
2018,A,0,_X,A,N,SH_DYN_IMRT,19,,Y0,,PER_1000_LIVE_BIRTHS,14.2
2019,A,0,_X,A,N,SH_DYN_IMRT,19,,Y0,,PER_1000_LIVE_BIRTHS,13.9
2010,A,0,_X,A,N,SH_DYN_IMRT,20,,Y0,,PER_1000_LIVE_BIRTHS,16.7
2011,A,0,_X,A,N,SH_DYN_IMRT,20,,Y0,,PER_1000_LIVE_BIRTHS,19.2
2012,A,0,_X,A,N,SH_DYN_IMRT,20,,Y0,,PER_1000_LIVE_BIRTHS,19.5
2013,A,0,_X,A,N,SH_DYN_IMRT,20,,Y0,,PER_1000_LIVE_BIRTHS,19.2
2014,A,0,_X,A,N,SH_DYN_IMRT,20,,Y0,,PER_1000_LIVE_BIRTHS,18.6
2015,A,0,_X,A,N,SH_DYN_IMRT,20,,Y0,,PER_1000_LIVE_BIRTHS,18.3
2016,A,0,_X,A,N,SH_DYN_IMRT,20,,Y0,,PER_1000_LIVE_BIRTHS,18.0
2017,A,0,_X,A,N,SH_DYN_IMRT,20,,Y0,,PER_1000_LIVE_BIRTHS,17.7
2018,A,0,_X,A,N,SH_DYN_IMRT,20,,Y0,,PER_1000_LIVE_BIRTHS,17.6
2019,A,0,_X,A,N,SH_DYN_IMRT,20,,Y0,,PER_1000_LIVE_BIRTHS,17.3
2010,A,0,_X,A,N,SH_DYN_IMRT,24,,Y0,,PER_1000_LIVE_BIRTHS,16.7
2011,A,0,_X,A,N,SH_DYN_IMRT,24,,Y0,,PER_1000_LIVE_BIRTHS,15.7
2012,A,0,_X,A,N,SH_DYN_IMRT,24,,Y0,,PER_1000_LIVE_BIRTHS,16.0
2013,A,0,_X,A,N,SH_DYN_IMRT,24,,Y0,,PER_1000_LIVE_BIRTHS,15.8
2014,A,0,_X,A,N,SH_DYN_IMRT,24,,Y0,,PER_1000_LIVE_BIRTHS,15.3
2015,A,0,_X,A,N,SH_DYN_IMRT,24,,Y0,,PER_1000_LIVE_BIRTHS,15.3
2016,A,0,_X,A,N,SH_DYN_IMRT,24,,Y0,,PER_1000_LIVE_BIRTHS,15.0
2017,A,0,_X,A,N,SH_DYN_IMRT,24,,Y0,,PER_1000_LIVE_BIRTHS,14.8
2018,A,0,_X,A,N,SH_DYN_IMRT,24,,Y0,,PER_1000_LIVE_BIRTHS,14.7
2019,A,0,_X,A,N,SH_DYN_IMRT,24,,Y0,,PER_1000_LIVE_BIRTHS,14.5
2010,A,0,_X,A,N,SH_DYN_IMRT,25,,Y0,,PER_1000_LIVE_BIRTHS,18.2
2011,A,0,_X,A,N,SH_DYN_IMRT,25,,Y0,,PER_1000_LIVE_BIRTHS,17.2
2012,A,0,_X,A,N,SH_DYN_IMRT,25,,Y0,,PER_1000_LIVE_BIRTHS,15.8
2013,A,0,_X,A,N,SH_DYN_IMRT,25,,Y0,,PER_1000_LIVE_BIRTHS,15.8
2014,A,0,_X,A,N,SH_DYN_IMRT,25,,Y0,,PER_1000_LIVE_BIRTHS,15.3
2015,A,0,_X,A,N,SH_DYN_IMRT,25,,Y0,,PER_1000_LIVE_BIRTHS,15.1
2016,A,0,_X,A,N,SH_DYN_IMRT,25,,Y0,,PER_1000_LIVE_BIRTHS,14.8
2017,A,0,_X,A,N,SH_DYN_IMRT,25,,Y0,,PER_1000_LIVE_BIRTHS,14.6
2018,A,0,_X,A,N,SH_DYN_IMRT,25,,Y0,,PER_1000_LIVE_BIRTHS,14.5
2019,A,0,_X,A,N,SH_DYN_IMRT,25,,Y0,,PER_1000_LIVE_BIRTHS,14.2
2010,A,0,_X,A,N,SH_DYN_IMRT,11,,Y0,,PER_1000_LIVE_BIRTHS,37.3
2011,A,0,_X,A,N,SH_DYN_IMRT,11,,Y0,,PER_1000_LIVE_BIRTHS,35.2
2012,A,0,_X,A,N,SH_DYN_IMRT,11,,Y0,,PER_1000_LIVE_BIRTHS,35.8
2013,A,0,_X,A,N,SH_DYN_IMRT,11,,Y0,,PER_1000_LIVE_BIRTHS,35.5
2014,A,0,_X,A,N,SH_DYN_IMRT,11,,Y0,,PER_1000_LIVE_BIRTHS,34.4
2015,A,0,_X,A,N,SH_DYN_IMRT,11,,Y0,,PER_1000_LIVE_BIRTHS,33.8
2016,A,0,_X,A,N,SH_DYN_IMRT,11,,Y0,,PER_1000_LIVE_BIRTHS,33.2
2017,A,0,_X,A,N,SH_DYN_IMRT,11,,Y0,,PER_1000_LIVE_BIRTHS,32.7
2018,A,0,_X,A,N,SH_DYN_IMRT,11,,Y0,,PER_1000_LIVE_BIRTHS,32.5
2019,A,0,_X,A,N,SH_DYN_IMRT,11,,Y0,,PER_1000_LIVE_BIRTHS,31.9
2010,A,0,_X,A,N,SH_DYN_IMRT,12,,Y0,,PER_1000_LIVE_BIRTHS,46.1
2011,A,0,_X,A,N,SH_DYN_IMRT,12,,Y0,,PER_1000_LIVE_BIRTHS,43.5
2012,A,0,_X,A,N,SH_DYN_IMRT,12,,Y0,,PER_1000_LIVE_BIRTHS,44.2
2013,A,0,_X,A,N,SH_DYN_IMRT,12,,Y0,,PER_1000_LIVE_BIRTHS,44.0
2014,A,0,_X,A,N,SH_DYN_IMRT,12,,Y0,,PER_1000_LIVE_BIRTHS,42.6
2015,A,0,_X,A,N,SH_DYN_IMRT,12,,Y0,,PER_1000_LIVE_BIRTHS,41.9
2016,A,0,_X,A,N,SH_DYN_IMRT,12,,Y0,,PER_1000_LIVE_BIRTHS,41.1
2017,A,0,_X,A,N,SH_DYN_IMRT,12,,Y0,,PER_1000_LIVE_BIRTHS,40.5
2018,A,0,_X,A,N,SH_DYN_IMRT,12,,Y0,,PER_1000_LIVE_BIRTHS,40.2
2019,A,0,_X,A,N,SH_DYN_IMRT,12,,Y0,,PER_1000_LIVE_BIRTHS,39.6
2010,A,0,_X,A,N,SH_DYN_IMRT,14,,Y0,,PER_1000_LIVE_BIRTHS,25.6
2011,A,0,_X,A,N,SH_DYN_IMRT,14,,Y0,,PER_1000_LIVE_BIRTHS,24.1
2012,A,0,_X,A,N,SH_DYN_IMRT,14,,Y0,,PER_1000_LIVE_BIRTHS,24.5
2013,A,0,_X,A,N,SH_DYN_IMRT,14,,Y0,,PER_1000_LIVE_BIRTHS,24.0
2014,A,0,_X,A,N,SH_DYN_IMRT,14,,Y0,,PER_1000_LIVE_BIRTHS,23.2
2015,A,0,_X,A,N,SH_DYN_IMRT,14,,Y0,,PER_1000_LIVE_BIRTHS,22.9
2016,A,0,_X,A,N,SH_DYN_IMRT,14,,Y0,,PER_1000_LIVE_BIRTHS,22.4
2017,A,0,_X,A,N,SH_DYN_IMRT,14,,Y0,,PER_1000_LIVE_BIRTHS,22.1
2018,A,0,_X,A,N,SH_DYN_IMRT,14,,Y0,,PER_1000_LIVE_BIRTHS,22.0
2019,A,0,_X,A,N,SH_DYN_IMRT,14,,Y0,,PER_1000_LIVE_BIRTHS,21.6
2010,A,0,_X,A,N,SH_DYN_IMRT,17,,Y0,,PER_1000_LIVE_BIRTHS,19.4
2011,A,0,_X,A,N,SH_DYN_IMRT,17,,Y0,,PER_1000_LIVE_BIRTHS,17.4
2012,A,0,_X,A,N,SH_DYN_IMRT,17,,Y0,,PER_1000_LIVE_BIRTHS,17.7
2013,A,0,_X,A,N,SH_DYN_IMRT,17,,Y0,,PER_1000_LIVE_BIRTHS,17.7
2014,A,0,_X,A,N,SH_DYN_IMRT,17,,Y0,,PER_1000_LIVE_BIRTHS,17.1
2015,A,0,_X,A,N,SH_DYN_IMRT,17,,Y0,,PER_1000_LIVE_BIRTHS,17.4
2016,A,0,_X,A,N,SH_DYN_IMRT,17,,Y0,,PER_1000_LIVE_BIRTHS,17.1
2017,A,0,_X,A,N,SH_DYN_IMRT,17,,Y0,,PER_1000_LIVE_BIRTHS,16.8
2018,A,0,_X,A,N,SH_DYN_IMRT,17,,Y0,,PER_1000_LIVE_BIRTHS,16.7
2019,A,0,_X,A,N,SH_DYN_IMRT,17,,Y0,,PER_1000_LIVE_BIRTHS,16.5
2010,A,0,_X,A,N,SH_DYN_IMRT,38,,Y0,,PER_1000_LIVE_BIRTHS,15.0
2011,A,0,_X,A,N,SH_DYN_IMRT,38,,Y0,,PER_1000_LIVE_BIRTHS,14.2
2012,A,0,_X,A,N,SH_DYN_IMRT,38,,Y0,,PER_1000_LIVE_BIRTHS,16.2
2013,A,0,_X,A,N,SH_DYN_IMRT,38,,Y0,,PER_1000_LIVE_BIRTHS,16.0
2014,A,0,_X,A,N,SH_DYN_IMRT,38,,Y0,,PER_1000_LIVE_BIRTHS,15.5
2015,A,0,_X,A,N,SH_DYN_IMRT,38,,Y0,,PER_1000_LIVE_BIRTHS,15.5
2016,A,0,_X,A,N,SH_DYN_IMRT,38,,Y0,,PER_1000_LIVE_BIRTHS,15.2
2017,A,0,_X,A,N,SH_DYN_IMRT,38,,Y0,,PER_1000_LIVE_BIRTHS,15.0
2018,A,0,_X,A,N,SH_DYN_IMRT,38,,Y0,,PER_1000_LIVE_BIRTHS,14.9
2019,A,0,_X,A,N,SH_DYN_IMRT,38,,Y0,,PER_1000_LIVE_BIRTHS,14.6
2010,A,0,_X,A,N,SH_DYN_IMRT,40,,Y0,,PER_1000_LIVE_BIRTHS,16.8
2011,A,0,_X,A,N,SH_DYN_IMRT,40,,Y0,,PER_1000_LIVE_BIRTHS,16.7
2012,A,0,_X,A,N,SH_DYN_IMRT,40,,Y0,,PER_1000_LIVE_BIRTHS,17.4
2013,A,0,_X,A,N,SH_DYN_IMRT,40,,Y0,,PER_1000_LIVE_BIRTHS,17.4
2014,A,0,_X,A,N,SH_DYN_IMRT,40,,Y0,,PER_1000_LIVE_BIRTHS,16.9
2015,A,0,_X,A,N,SH_DYN_IMRT,40,,Y0,,PER_1000_LIVE_BIRTHS,16.8
2016,A,0,_X,A,N,SH_DYN_IMRT,40,,Y0,,PER_1000_LIVE_BIRTHS,16.5
2017,A,0,_X,A,N,SH_DYN_IMRT,40,,Y0,,PER_1000_LIVE_BIRTHS,16.3
2018,A,0,_X,A,N,SH_DYN_IMRT,40,,Y0,,PER_1000_LIVE_BIRTHS,16.2
2019,A,0,_X,A,N,SH_DYN_IMRT,40,,Y0,,PER_1000_LIVE_BIRTHS,15.9
2010,A,0,_X,A,N,SH_DYN_IMRT,42,,Y0,,PER_1000_LIVE_BIRTHS,17.5
2011,A,0,_X,A,N,SH_DYN_IMRT,42,,Y0,,PER_1000_LIVE_BIRTHS,18.0
2012,A,0,_X,A,N,SH_DYN_IMRT,42,,Y0,,PER_1000_LIVE_BIRTHS,18.1
2013,A,0,_X,A,N,SH_DYN_IMRT,42,,Y0,,PER_1000_LIVE_BIRTHS,18.0
2014,A,0,_X,A,N,SH_DYN_IMRT,42,,Y0,,PER_1000_LIVE_BIRTHS,17.4
2015,A,0,_X,A,N,SH_DYN_IMRT,42,,Y0,,PER_1000_LIVE_BIRTHS,17.1
2016,A,0,_X,A,N,SH_DYN_IMRT,42,,Y0,,PER_1000_LIVE_BIRTHS,16.8
2017,A,0,_X,A,N,SH_DYN_IMRT,42,,Y0,,PER_1000_LIVE_BIRTHS,16.6
2018,A,0,_X,A,N,SH_DYN_IMRT,42,,Y0,,PER_1000_LIVE_BIRTHS,16.5
2019,A,0,_X,A,N,SH_DYN_IMRT,42,,Y0,,PER_1000_LIVE_BIRTHS,16.2
2010,A,0,_X,A,N,SH_DYN_IMRT,44,,Y0,,PER_1000_LIVE_BIRTHS,18.1
2011,A,0,_X,A,N,SH_DYN_IMRT,44,,Y0,,PER_1000_LIVE_BIRTHS,19.0
2012,A,0,_X,A,N,SH_DYN_IMRT,44,,Y0,,PER_1000_LIVE_BIRTHS,18.0
2013,A,0,_X,A,N,SH_DYN_IMRT,44,,Y0,,PER_1000_LIVE_BIRTHS,17.8
2014,A,0,_X,A,N,SH_DYN_IMRT,44,,Y0,,PER_1000_LIVE_BIRTHS,17.3
2015,A,0,_X,A,N,SH_DYN_IMRT,44,,Y0,,PER_1000_LIVE_BIRTHS,17.0
2016,A,0,_X,A,N,SH_DYN_IMRT,44,,Y0,,PER_1000_LIVE_BIRTHS,16.7
2017,A,0,_X,A,N,SH_DYN_IMRT,44,,Y0,,PER_1000_LIVE_BIRTHS,16.4
2018,A,0,_X,A,N,SH_DYN_IMRT,44,,Y0,,PER_1000_LIVE_BIRTHS,16.3
2019,A,0,_X,A,N,SH_DYN_IMRT,44,,Y0,,PER_1000_LIVE_BIRTHS,16.0
2010,A,0,_X,A,N,SH_DYN_IMRT,45,,Y0,,PER_1000_LIVE_BIRTHS,36.0
2011,A,0,_X,A,N,SH_DYN_IMRT,45,,Y0,,PER_1000_LIVE_BIRTHS,35.4
2012,A,0,_X,A,N,SH_DYN_IMRT,45,,Y0,,PER_1000_LIVE_BIRTHS,33.8
2013,A,0,_X,A,N,SH_DYN_IMRT,45,,Y0,,PER_1000_LIVE_BIRTHS,33.5
2014,A,0,_X,A,N,SH_DYN_IMRT,45,,Y0,,PER_1000_LIVE_BIRTHS,32.4
2015,A,0,_X,A,N,SH_DYN_IMRT,45,,Y0,,PER_1000_LIVE_BIRTHS,31.9
2016,A,0,_X,A,N,SH_DYN_IMRT,45,,Y0,,PER_1000_LIVE_BIRTHS,31.3
2017,A,0,_X,A,N,SH_DYN_IMRT,45,,Y0,,PER_1000_LIVE_BIRTHS,30.8
2018,A,0,_X,A,N,SH_DYN_IMRT,45,,Y0,,PER_1000_LIVE_BIRTHS,30.6
2019,A,0,_X,A,N,SH_DYN_IMRT,45,,Y0,,PER_1000_LIVE_BIRTHS,30.2
2010,A,0,_X,A,N,SH_DYN_IMRT,46,,Y0,,PER_1000_LIVE_BIRTHS,19.3
2011,A,0,_X,A,N,SH_DYN_IMRT,46,,Y0,,PER_1000_LIVE_BIRTHS,18.9
2012,A,0,_X,A,N,SH_DYN_IMRT,46,,Y0,,PER_1000_LIVE_BIRTHS,21.0
2013,A,0,_X,A,N,SH_DYN_IMRT,46,,Y0,,PER_1000_LIVE_BIRTHS,21.0
2014,A,0,_X,A,N,SH_DYN_IMRT,46,,Y0,,PER_1000_LIVE_BIRTHS,20.3
2015,A,0,_X,A,N,SH_DYN_IMRT,46,,Y0,,PER_1000_LIVE_BIRTHS,20.0
2016,A,0,_X,A,N,SH_DYN_IMRT,46,,Y0,,PER_1000_LIVE_BIRTHS,19.6
2017,A,0,_X,A,N,SH_DYN_IMRT,46,,Y0,,PER_1000_LIVE_BIRTHS,19.3
2018,A,0,_X,A,N,SH_DYN_IMRT,46,,Y0,,PER_1000_LIVE_BIRTHS,19.2
2019,A,0,_X,A,N,SH_DYN_IMRT,46,,Y0,,PER_1000_LIVE_BIRTHS,18.9
2010,A,0,_X,A,N,SH_DYN_IMRT,48,,Y0,,PER_1000_LIVE_BIRTHS,10.1
2011,A,0,_X,A,N,SH_DYN_IMRT,48,,Y0,,PER_1000_LIVE_BIRTHS,9.9
2012,A,0,_X,A,N,SH_DYN_IMRT,48,,Y0,,PER_1000_LIVE_BIRTHS,9.5
2013,A,0,_X,A,N,SH_DYN_IMRT,48,,Y0,,PER_1000_LIVE_BIRTHS,9.3
2014,A,0,_X,A,N,SH_DYN_IMRT,48,,Y0,,PER_1000_LIVE_BIRTHS,9.0
2015,A,0,_X,A,N,SH_DYN_IMRT,48,,Y0,,PER_1000_LIVE_BIRTHS,8.8
2016,A,0,_X,A,N,SH_DYN_IMRT,48,,Y0,,PER_1000_LIVE_BIRTHS,8.7
2017,A,0,_X,A,N,SH_DYN_IMRT,48,,Y0,,PER_1000_LIVE_BIRTHS,8.5
2018,A,0,_X,A,N,SH_DYN_IMRT,48,,Y0,,PER_1000_LIVE_BIRTHS,8.5
2019,A,0,_X,A,N,SH_DYN_IMRT,48,,Y0,,PER_1000_LIVE_BIRTHS,8.4
2010,A,0,_X,A,N,SH_DYN_IMRT,49,,Y0,,PER_1000_LIVE_BIRTHS,19.5
2011,A,0,_X,A,N,SH_DYN_IMRT,49,,Y0,,PER_1000_LIVE_BIRTHS,19.9
2012,A,0,_X,A,N,SH_DYN_IMRT,49,,Y0,,PER_1000_LIVE_BIRTHS,17.4
2013,A,0,_X,A,N,SH_DYN_IMRT,49,,Y0,,PER_1000_LIVE_BIRTHS,17.5
2014,A,0,_X,A,N,SH_DYN_IMRT,49,,Y0,,PER_1000_LIVE_BIRTHS,16.9
2015,A,0,_X,A,N,SH_DYN_IMRT,49,,Y0,,PER_1000_LIVE_BIRTHS,16.6
2016,A,0,_X,A,N,SH_DYN_IMRT,49,,Y0,,PER_1000_LIVE_BIRTHS,16.3
2017,A,0,_X,A,N,SH_DYN_IMRT,49,,Y0,,PER_1000_LIVE_BIRTHS,16.1
2018,A,0,_X,A,N,SH_DYN_IMRT,49,,Y0,,PER_1000_LIVE_BIRTHS,16.0
2019,A,0,_X,A,N,SH_DYN_IMRT,49,,Y0,,PER_1000_LIVE_BIRTHS,15.7
2010,A,0,_X,A,N,SH_DYN_IMRT,51,,Y0,,PER_1000_LIVE_BIRTHS,18.0
2011,A,0,_X,A,N,SH_DYN_IMRT,51,,Y0,,PER_1000_LIVE_BIRTHS,19.9
2012,A,0,_X,A,N,SH_DYN_IMRT,51,,Y0,,PER_1000_LIVE_BIRTHS,18.9
2013,A,0,_X,A,N,SH_DYN_IMRT,51,,Y0,,PER_1000_LIVE_BIRTHS,18.8
2014,A,0,_X,A,N,SH_DYN_IMRT,51,,Y0,,PER_1000_LIVE_BIRTHS,18.2
2015,A,0,_X,A,N,SH_DYN_IMRT,51,,Y0,,PER_1000_LIVE_BIRTHS,17.9
2016,A,0,_X,A,N,SH_DYN_IMRT,51,,Y0,,PER_1000_LIVE_BIRTHS,17.5
2017,A,0,_X,A,N,SH_DYN_IMRT,51,,Y0,,PER_1000_LIVE_BIRTHS,17.3
2018,A,0,_X,A,N,SH_DYN_IMRT,51,,Y0,,PER_1000_LIVE_BIRTHS,17.2
2019,A,0,_X,A,N,SH_DYN_IMRT,51,,Y0,,PER_1000_LIVE_BIRTHS,16.9
2010,A,0,_X,A,N,SH_DYN_IMRT,52,,Y0,,PER_1000_LIVE_BIRTHS,15.2
2011,A,0,_X,A,N,SH_DYN_IMRT,52,,Y0,,PER_1000_LIVE_BIRTHS,16.0
2012,A,0,_X,A,N,SH_DYN_IMRT,52,,Y0,,PER_1000_LIVE_BIRTHS,16.0
2013,A,0,_X,A,N,SH_DYN_IMRT,52,,Y0,,PER_1000_LIVE_BIRTHS,15.9
2014,A,0,_X,A,N,SH_DYN_IMRT,52,,Y0,,PER_1000_LIVE_BIRTHS,15.4
2015,A,0,_X,A,N,SH_DYN_IMRT,52,,Y0,,PER_1000_LIVE_BIRTHS,15.1
2016,A,0,_X,A,N,SH_DYN_IMRT,52,,Y0,,PER_1000_LIVE_BIRTHS,14.8
2017,A,0,_X,A,N,SH_DYN_IMRT,52,,Y0,,PER_1000_LIVE_BIRTHS,14.6
2018,A,0,_X,A,N,SH_DYN_IMRT,52,,Y0,,PER_1000_LIVE_BIRTHS,14.5
2019,A,0,_X,A,N,SH_DYN_IMRT,52,,Y0,,PER_1000_LIVE_BIRTHS,14.3
2010,A,0,_X,A,N,SH_DYN_IMRT,54,,Y0,,PER_1000_LIVE_BIRTHS,19.2
2011,A,0,_X,A,N,SH_DYN_IMRT,54,,Y0,,PER_1000_LIVE_BIRTHS,18.8
2012,A,0,_X,A,N,SH_DYN_IMRT,54,,Y0,,PER_1000_LIVE_BIRTHS,16.0
2013,A,0,_X,A,N,SH_DYN_IMRT,54,,Y0,,PER_1000_LIVE_BIRTHS,15.9
2014,A,0,_X,A,N,SH_DYN_IMRT,54,,Y0,,PER_1000_LIVE_BIRTHS,15.4
2015,A,0,_X,A,N,SH_DYN_IMRT,54,,Y0,,PER_1000_LIVE_BIRTHS,15.2
2016,A,0,_X,A,N,SH_DYN_IMRT,54,,Y0,,PER_1000_LIVE_BIRTHS,14.9
2017,A,0,_X,A,N,SH_DYN_IMRT,54,,Y0,,PER_1000_LIVE_BIRTHS,14.7
2018,A,0,_X,A,N,SH_DYN_IMRT,54,,Y0,,PER_1000_LIVE_BIRTHS,14.6
2019,A,0,_X,A,N,SH_DYN_IMRT,54,,Y0,,PER_1000_LIVE_BIRTHS,14.3
2010,A,0,_X,A,N,SH_DYN_IMRT,56,,Y0,,PER_1000_LIVE_BIRTHS,15.0
2011,A,0,_X,A,N,SH_DYN_IMRT,56,,Y0,,PER_1000_LIVE_BIRTHS,15.0
2012,A,0,_X,A,N,SH_DYN_IMRT,56,,Y0,,PER_1000_LIVE_BIRTHS,14.7
2013,A,0,_X,A,N,SH_DYN_IMRT,56,,Y0,,PER_1000_LIVE_BIRTHS,14.7
2014,A,0,_X,A,N,SH_DYN_IMRT,56,,Y0,,PER_1000_LIVE_BIRTHS,14.2
2015,A,0,_X,A,N,SH_DYN_IMRT,56,,Y0,,PER_1000_LIVE_BIRTHS,14.0
2016,A,0,_X,A,N,SH_DYN_IMRT,56,,Y0,,PER_1000_LIVE_BIRTHS,13.7
2017,A,0,_X,A,N,SH_DYN_IMRT,56,,Y0,,PER_1000_LIVE_BIRTHS,13.5
2018,A,0,_X,A,N,SH_DYN_IMRT,56,,Y0,,PER_1000_LIVE_BIRTHS,13.5
2019,A,0,_X,A,N,SH_DYN_IMRT,56,,Y0,,PER_1000_LIVE_BIRTHS,13.3
2010,A,0,_X,A,N,SH_DYN_IMRT,58,,Y0,,PER_1000_LIVE_BIRTHS,18.8
2011,A,0,_X,A,N,SH_DYN_IMRT,58,,Y0,,PER_1000_LIVE_BIRTHS,18.4
2012,A,0,_X,A,N,SH_DYN_IMRT,58,,Y0,,PER_1000_LIVE_BIRTHS,17.4
2013,A,0,_X,A,N,SH_DYN_IMRT,58,,Y0,,PER_1000_LIVE_BIRTHS,17.2
2014,A,0,_X,A,N,SH_DYN_IMRT,58,,Y0,,PER_1000_LIVE_BIRTHS,16.6
2015,A,0,_X,A,N,SH_DYN_IMRT,58,,Y0,,PER_1000_LIVE_BIRTHS,16.4
2016,A,0,_X,A,N,SH_DYN_IMRT,58,,Y0,,PER_1000_LIVE_BIRTHS,16.1
2017,A,0,_X,A,N,SH_DYN_IMRT,58,,Y0,,PER_1000_LIVE_BIRTHS,15.8
2018,A,0,_X,A,N,SH_DYN_IMRT,58,,Y0,,PER_1000_LIVE_BIRTHS,15.7
2019,A,0,_X,A,N,SH_DYN_IMRT,58,,Y0,,PER_1000_LIVE_BIRTHS,15.5
